"gene_symbol","gene_id","chromosome","gene_entrez_id","gene_name"
"Mir5710",500722732,"9",100885845,"microRNA 5710"
"Mir574",500711502,"5",100124451,"microRNA 574"
"Mir582",500732889,"13",100124489,"microRNA 582"
"Mir592",500713461,"6",735266,"microRNA 592"
"Mir598",500734520,"14",100124452,"microRNA 598"
"Mir599",500735473,"15",100316736,"microRNA 599"
"Mir615",500736796,"15",751557,"microRNA 615"
"Mir6236",500723778,"9",102465959,"microRNA 6236"
"Mir6237",500721839,"9",102466147,"microRNA 6237"
"Mir6238",500717646,"7",102466619,"microRNA 6238"
"Mir6239",500735089,"14",102465148,"microRNA 6239"
"Mir6240",500712337,"5",102466620,"microRNA 6240"
"Mir6241",500735101,"14",102465149,"microRNA 6241"
"Mir6244",500722695,"9",102465150,"microRNA 6244"
"Mir6335",500703398,"2",102466627,"microRNA 6335"
"Mir6336",500703178,"2",102465171,"microRNA 6336"
"Mir6337",500703372,"2",102466151,"microRNA 6337"
"Mir6338",500727505,"11",102465172,"microRNA 6338"
"Mir6339",500704702,"2",102466628,"microRNA 6339"
"Mir6340",500705635,"2",102465173,"microRNA 6340"
"Mir6341",500699762,"1",102465961,"microRNA 6341"
"Mir6342",500699926,"1",102465174,"microRNA 6342"
"Mir6343",500700627,"1",102465175,"microRNA 6343"
"Mir6344",500700679,"1",102466629,"microRNA 6344"
"Mir6345",500700944,"1",102466630,"microRNA 6345"
"Mir6346",500701120,"1",102465176,"microRNA 6346"
"Mir6347",500701803,"1",102465177,"microRNA 6347"
"Mir6348",500701815,"1",102465178,"microRNA 6348"
"Mir6349",500700080,"1",102466631,"microRNA 6349"
"Mir6350",500700201,"1",102466969,"microRNA 6350"
"Mir6351",500700552,"1",102465179,"microRNA 6351"
"Mir6352",500700631,"1",102465180,"microRNA 6352"
"Mir6353",500700707,"1",102465181,"microRNA 6353"
"Mir6354",500701817,"1",102466632,"microRNA 6354"
"Mir6355",500741052,"18",102465182,"microRNA 6355"
"Mir6356",500741234,"18",102465183,"microRNA 6356"
"Mir6357",500741260,"18",102466152,"microRNA 6357"
"Mir6358",500741328,"18",102465184,"microRNA 6358"
"Mir6359",500741480,"18",102466633,"microRNA 6359"
"Mir6360",500740490,"18",102465185,"microRNA 6360"
"Mir6361",500740593,"18",102465186,"microRNA 6361"
"Mir6362",500737254,"16",102465962,"microRNA 6362"
"Mir6363",500737677,"16",102466634,"microRNA 6363"
"Mir6364",500736894,"16",102465188,"microRNA 6364"
"Mir6365",500736998,"16",102466153,"microRNA 6365"
"Mir6366",500737119,"16",102465189,"microRNA 6366"
"Mir6367",500738074,"16",102465190,"microRNA 6367"
"Mir6368",500731490,"13",102466635,"microRNA 6368"
"Mir6369",500732055,"13",102465191,"microRNA 6369"
"Mir6370",500713399,"6",102465192,"microRNA 6370"
"Mir6371",500713954,"6",102465193,"microRNA 6371"
"Mir6372",500726518,"11",102466154,"microRNA 6372"
"Mir6373",500714941,"6",102466636,"microRNA 6373"
"Mir6374",500714589,"6",102465194,"microRNA 6374"
"Mir6375",500714648,"6",102465195,"microRNA 6375"
"Mir6376",500714732,"6",102465196,"microRNA 6376"
"Mir6377",500706421,"3",102465197,"microRNA 6377"
"Mir6378",500706170,"3",102466155,"microRNA 6378"
"Mir6379",500706300,"3",102465199,"microRNA 6379"
"Mir6380",500707801,"3",102466638,"microRNA 6380"
"Mir6381",500707864,"3",102465200,"microRNA 6381"
"Mir6382",500744328,"X",102465963,"microRNA 6382"
"Mir6383",500744586,"X",102465201,"microRNA 6383"
"Mir6384",500743490,"X",102465202,"microRNA 6384"
"Mir6385",500722829,"9",102466639,"microRNA 6385"
"Mir6386",500723403,"9",102465203,"microRNA 6386"
"Mir6387",500729166,"12",102465204,"microRNA 6387"
"Mir6388",500730919,"12",102465205,"microRNA 6388"
"Mir6389",500717676,"7",102466156,"microRNA 6389"
"Mir6390",500735008,"14",102465207,"microRNA 6390"
"Mir6391",500735107,"14",102465208,"microRNA 6391"
"Mir6392",500736292,"15",102466642,"microRNA 6392"
"Mir6393",500736361,"15",102465209,"microRNA 6393"
"Mir6394",500718227,"7",102465210,"microRNA 6394"
"Mir6395",500720124,"8",102465211,"microRNA 6395"
"Mir6396",500721584,"8",102466643,"microRNA 6396"
"Mir6397",500709382,"4",102465213,"microRNA 6397"
"Mir6398",500709732,"4",102465214,"microRNA 6398"
"Mir6399",500710164,"4",102466907,"microRNA 6399"
"Mir6400",500708240,"4",102466644,"microRNA 6400"
"Mir6401",500719336,"7",102465215,"microRNA 6401"
"Mir6402",500709150,"4",102466157,"microRNA 6402"
"Mir6403",500710069,"4",102465216,"microRNA 6403"
"Mir6404",500719530,"7",102465217,"microRNA 6404"
"Mir6405",500742518,"19",102466645,"microRNA 6405"
"Mir6406",500727313,"11",102465219,"microRNA 6406"
"Mir6407",500742634,"19",102465220,"microRNA 6407"
"Mir6408",500724778,"10",102466158,"microRNA 6408"
"Mir6409",500725015,"10",102466646,"microRNA 6409"
"Mir6410",500725119,"10",102465221,"microRNA 6410"
"Mir6411",500725663,"10",102465222,"microRNA 6411"
"Mir6412",500725929,"10",102465223,"microRNA 6412"
"Mir6413",500724269,"10",102466647,"microRNA 6413"
"Mir6414",500711341,"5",102465225,"microRNA 6414"
"Mir6415",500711842,"5",102466159,"microRNA 6415"
"Mir6416",500717780,"7",102465226,"microRNA 6416"
"Mir6417",500711414,"5",102466648,"microRNA 6417"
"Mir6418",500712846,"5",102465227,"microRNA 6418"
"Mir6419",500702579,"2",102465964,"microRNA 6419"
"Mir6420",500739850,"17",102465228,"microRNA 6420"
"Mir6481",500707256,"3",102465230,"microRNA 6481"
"Mir6516",500728822,"11",102465258,"microRNA 6516"
"Mir652",500744698,"X",723976,"microRNA 652"
"Mir653",500713244,"6",100124468,"microRNA 653"
"Mir6537",500716715,"7",102465968,"microRNA 6537"
"Mir6538",500729335,"12",102466676,"microRNA 6538"
"Mir6539",500734608,"14",102465310,"microRNA 6539"
"Mir654",500730552,"12",100124453,"microRNA 654"
"Mir6540",500737557,"16",102466172,"microRNA 6540"
"Mir6541",500734491,"14",102465311,"microRNA 6541"
"Mir6546",500701857,"1",102466998,"microRNA 6546"
"Mir664",500702174,"1",100316737,"microRNA 664"
"Mir665",500730511,"12",751555,"microRNA 665"
"Mir666",500730547,"12",751521,"microRNA 666"
"Mir667",500730550,"12",751552,"microRNA 667"
"Mir668",500730562,"12",751523,"microRNA 668"
"Mir669a-1",500702453,"2",735256,"microRNA 669a-1"
"Mir669a-10",500702482,"2",100526494,"microRNA 669a-10"
"Mir669a-11",500702483,"2",100526495,"microRNA 669a-11"
"Mir669a-12",500702486,"2",100526496,"microRNA 669a-12"
"Mir669a-2",500702493,"2",735258,"microRNA 669a-2"
"Mir669a-3",500702449,"2",735272,"microRNA 669a-3"
"Mir669a-4",500702458,"2",100526535,"microRNA 669a-4"
"Mir669a-5",500702461,"2",100526483,"microRNA 669a-5"
"Mir669a-6",500702464,"2",100526485,"microRNA 669a-6"
"Mir669a-7",500702467,"2",100526536,"microRNA 669a-7"
"Mir669a-8",500702473,"2",100526489,"microRNA 669a-8"
"Mir669a-9",500702476,"2",100526491,"microRNA 4669a-9"
"Mir669b",500702439,"2",735255,"microRNA 669b"
"Mir669c",500702492,"2",735273,"microRNA 669c"
"Mir669d",500702440,"2",100316664,"microRNA 669d"
"Mir669d-2",500702443,"2",100526550,"microRNA 669d-2"
"Mir669e",500702438,"2",100316806,"microRNA 669e"
"Mir669f",500702437,"2",100316667,"microRNA 669f"
"Mir669g",500702454,"2",100316802,"microRNA 669g"
"Mir669h",500702506,"2",100316831,"microRNA 669h"
"Mir669i",500702505,"2",100316668,"microRNA 669i"
"Mir669j",500702455,"2",100316770,"microRNA 669j"
"Mir669k",500702450,"2",100316663,"microRNA 669k"
"Mir669l",500702442,"2",100316815,"microRNA 669l"
"Mir669m-1",500702496,"2",100316701,"microRNA 669m-1"
"Mir669m-2",500702497,"2",100316834,"microRNA 669m-2"
"Mir669n",500707516,"3",100316705,"microRNA 669n"
"Mir669o",500702499,"2",100316702,"microRNA 669o"
"Mir669p-1",500702470,"2",100526552,"microRNA 669p-1"
"Mir669p-2",500702479,"2",100526538,"microRNA 669p-2"
"Mir670",500704129,"2",735259,"microRNA 670"
"Mir671",500710992,"5",735264,"microRNA 671"
"Mir6715",500742671,"19",102465990,"microRNA 6715"
"Mir672",500744282,"X",751535,"microRNA 672"
"Mir673",500730506,"12",751547,"microRNA 673"
"Mir674",500704402,"2",732489,"microRNA 674"
"Mir675",500719493,"7",735280,"microRNA 675"
"Mir676",500744169,"X",751534,"microRNA 676"
"Mir6769b",500720639,"8",102466799,"microRNA 6769b"
"Mir677",500726043,"10",751518,"microRNA 677"
"Mir678",500725023,"10",751554,"microRNA 678"
"Mir679",500730545,"12",751539,"microRNA 679"
"Mir680-1",500715450,"6",735268,"microRNA 680-1"
"Mir680-2",500744714,"X",751551,"microRNA 680-2"
"Mir680-3",500729456,"12",751520,"microRNA 680-3"
"Mir681",500729788,"12",751538,"microRNA 681"
"Mir682",500732469,"13",751556,"microRNA 682"
"Mir683-1",500731863,"13",751559,"microRNA 683-1"
"Mir683-2",500731866,"13",100124649,"microRNA 683-2"
"Mir684-1",500703623,"2",735274,"microRNA 684-1"
"Mir684-2",500708182,"4",735261,"microRNA 684-2"
"Mir686",500734244,"14",751525,"microRNA 686"
"Mir687",500734730,"14",751541,"microRNA 687"
"Mir688",500736777,"15",751542,"microRNA 688"
"Mir6896",500699978,"1",102466987,"microRNA 6896"
"Mir6897",500700015,"1",102465540,"microRNA 6897"
"Mir6898",500700021,"1",102465541,"microRNA 6898"
"Mir6899",500700429,"1",102466760,"microRNA 6899"
"Mir690",500737333,"16",751543,"microRNA 690"
"Mir6900",500700906,"1",102465542,"microRNA 6900"
"Mir6901",500700938,"1",102465543,"microRNA 6901"
"Mir6902",500700943,"1",102465544,"microRNA 6902"
"Mir6903",500701318,"1",102466206,"microRNA 6903"
"Mir6904",500702069,"1",102466761,"microRNA 6904"
"Mir6905",500724368,"10",102465545,"microRNA 6905"
"Mir6906",500724768,"10",102465546,"microRNA 6906"
"Mir6907",500725117,"10",102465547,"microRNA 6907"
"Mir6908",500725121,"10",102466762,"microRNA 6908"
"Mir6909",500725152,"10",102465548,"microRNA 6909"
"Mir691",500737857,"16",751561,"microRNA 691"
"Mir6910",500725176,"10",102465549,"microRNA 6910"
"Mir6911",500725207,"10",102466207,"microRNA 6911"
"Mir6912",500725231,"10",102465550,"microRNA 6912"
"Mir6913",500725286,"10",102466763,"microRNA 6913"
"Mir6914",500726061,"10",102465551,"microRNA 6914"
"Mir6915",500726062,"10",102465979,"microRNA 6915"
"Mir6916",500726072,"10",102465552,"microRNA 6916"
"Mir6917",500726078,"10",102465553,"microRNA 6917"
"Mir6918",500726260,"11",102466764,"microRNA 6918"
"Mir6919",500726844,"11",102466765,"microRNA 6919"
"Mir692-1",500738278,"17",751529,"microRNA 692-1"
"Mir692-2",500709793,"4",735288,"microRNA 692-2"
"Mir692-3",500732452,"13",100124641,"microRNA 692-3"
"Mir6920",500726925,"11",102465554,"microRNA 6920"
"Mir6921",500727129,"11",102465555,"microRNA 6921"
"Mir6922",500727130,"11",102465556,"microRNA 6922"
"Mir6923",500727291,"11",102466766,"microRNA 6923"
"Mir6924",500727397,"11",102466208,"microRNA 6924"
"Mir6925",500727462,"11",102465557,"microRNA 6925"
"Mir6926",500727599,"11",102465558,"microRNA 6926"
"Mir6927",500728192,"11",102465559,"microRNA 6927"
"Mir6928",500728377,"11",102466767,"microRNA 6928"
"Mir6929",500728402,"11",102465560,"microRNA 6929"
"Mir693",500739545,"17",751553,"microRNA 693"
"Mir6930",500728456,"11",102465561,"microRNA 6930"
"Mir6931",500728487,"11",102466988,"microRNA 6931"
"Mir6932",500728612,"11",102465562,"microRNA 6932"
"Mir6933",500728848,"11",102466768,"microRNA 6933"
"Mir6934",500728875,"11",102465563,"microRNA 6934"
"Mir6935",500728915,"11",102465564,"microRNA 6935"
"Mir6936",500728941,"11",102465565,"microRNA 6936"
"Mir6937",500729358,"12",102465980,"microRNA 6937"
"Mir6938",500730087,"12",102466769,"microRNA 6938"
"Mir6939",500730665,"12",102465566,"microRNA 6939"
"Mir694",500741189,"18",751558,"microRNA 694"
"Mir6940",500730671,"12",102466989,"microRNA 6940"
"Mir6941",500730683,"12",102465567,"microRNA 6941"
"Mir6942",500731220,"13",102465568,"microRNA 6942"
"Mir6943",500731988,"13",102466770,"microRNA 6943"
"Mir6944",500731991,"13",102465569,"microRNA 6944"
"Mir6945",500731993,"13",102465570,"microRNA 6945"
"Mir6946",500733352,"14",102465571,"microRNA 6946"
"Mir6947",500733497,"14",102466209,"microRNA 6947"
"Mir6948",500734248,"14",102466771,"microRNA 6948"
"Mir6949",500734332,"14",102465572,"microRNA 6949"
"Mir695",500705185,"2",735287,"microRNA 695"
"Mir6950",500734651,"14",102465573,"microRNA 6950"
"Mir6951",500735544,"15",102465574,"microRNA 6951"
"Mir6952",500735947,"15",102466772,"microRNA 6952"
"Mir6953",500735959,"15",102465575,"microRNA 6953"
"Mir6954",500735975,"15",102465576,"microRNA 6954"
"Mir6955",500736081,"15",102466210,"microRNA 6955"
"Mir6956",500736091,"15",102465577,"microRNA 6956"
"Mir6957",500736165,"15",102466773,"microRNA 6957"
"Mir6958",500736398,"15",102465578,"microRNA 6958"
"Mir6959",500736402,"15",102465981,"microRNA 6959"
"Mir6960",500736619,"15",102465579,"microRNA 6960"
"Mir6961",500736685,"15",102465580,"microRNA 6961"
"Mir6962",500736699,"15",102466774,"microRNA 6962"
"Mir6963",500736811,"15",102466775,"microRNA 6963"
"Mir6964",500738196,"16",102465581,"microRNA 6964"
"Mir6965",500738722,"17",102465582,"microRNA 6965"
"Mir6966",500738813,"17",102466776,"microRNA 6966"
"Mir6967-1",500738872,"17",102466211,"microRNA mir-6967-1"
"Mir6967-2",500739099,"17",104796139,"microRNA mir-6967-2"
"Mir6968",500738874,"17",102465584,"microRNA 6968"
"Mir6969",500738932,"17",102465585,"microRNA 6969"
"Mir697",500709761,"4",735277,"microRNA 697"
"Mir6970",500739180,"17",102465586,"microRNA 6970"
"Mir6971",500739179,"17",102466777,"microRNA 6971"
"Mir6972",500739183,"17",102465587,"microRNA 6972"
"Mir6973a",500739224,"17",102465588,"microRNA 6973a"
"Mir6973b",500704745,"2",102465606,"microRNA 6973b"
"Mir6974",500739227,"17",102466990,"microRNA 6974"
"Mir6975",500739232,"17",102465589,"microRNA 6975"
"Mir6976",500739566,"17",102466778,"microRNA 6976"
"Mir6977",500739755,"17",102465590,"microRNA 6977"
"Mir6978",500739803,"17",102465591,"microRNA 6978"
"Mir6979",500740773,"18",102465592,"microRNA 6979"
"Mir698",500709765,"4",735263,"microRNA 698"
"Mir6980",500740779,"18",102466913,"microRNA 6980"
"Mir6981",500740778,"18",102466779,"microRNA 6981"
"Mir6982",500741085,"18",102465593,"microRNA 6982"
"Mir6983",500741090,"18",102466212,"microRNA 6983"
"Mir6984",500741499,"19",102465594,"microRNA 6984"
"Mir6985",500741557,"19",102465595,"microRNA 6985"
"Mir6986",500741569,"19",102466780,"microRNA 6986"
"Mir6987",500741641,"19",102465596,"microRNA 6987"
"Mir6988",500741668,"19",102465597,"microRNA 6988"
"Mir6989",500741697,"19",102465598,"microRNA 6989"
"Mir6990",500741714,"19",102466213,"microRNA 6990"
"Mir6991",500741747,"19",102466781,"microRNA 6991"
"Mir6992",500741784,"19",102465599,"microRNA 6992"
"Mir6993",500741837,"19",102465600,"microRNA 6993"
"Mir6994",500741918,"19",102465601,"microRNA 6994"
"Mir6995",500742600,"19",102466782,"microRNA 6995"
"Mir6996",500702777,"2",102465602,"microRNA 6996"
"Mir6997",500702881,"2",102465603,"microRNA 6997"
"Mir6998",500702943,"2",102466214,"microRNA 6998"
"Mir6999",500704065,"2",102465604,"microRNA 6999"
"Mir7-1",500732058,"13",723902,"microRNA 7-1"
"Mir7-2",500717936,"7",723884,"microRNA 7-2"
"Mir700",500710087,"4",735285,"microRNA 700"
"Mir7000",500704079,"2",102466783,"microRNA 7000"
"Mir7001",500704108,"2",102465605,"microRNA 7001"
"Mir7002",500704375,"2",102465982,"microRNA 7002"
"Mir7003",500705339,"2",102465607,"microRNA 7003"
"Mir7004",500705531,"2",102466784,"microRNA 7004"
"Mir7005",500705782,"2",102466785,"microRNA 7005"
"Mir7006",500705842,"2",102465608,"microRNA 7006"
"Mir7007",500706031,"3",102465609,"microRNA 7007"
"Mir7008",500706118,"3",102465610,"microRNA 7008"
"Mir7009",500706198,"3",102466786,"microRNA 7009"
"Mir701",500712231,"5",735278,"microRNA 701"
"Mir7010",500706689,"3",102466991,"microRNA 7010"
"Mir7011",500706831,"3",102465611,"microRNA 7011"
"Mir7012",500706922,"3",102465612,"microRNA 7012"
"Mir7013",500707084,"3",102465613,"microRNA 7013"
"Mir7014",500707127,"3",102466787,"microRNA 7014"
"Mir7015",500709686,"4",102465614,"microRNA 7015"
"Mir7016",500709905,"4",102465615,"microRNA 7016"
"Mir7017",500710005,"4",102466215,"microRNA 7017"
"Mir7018",500710152,"4",102465616,"microRNA 7018"
"Mir7019",500710171,"4",102466788,"microRNA 7019"
"Mir702",500712812,"5",735283,"microRNA 702"
"Mir7020",500710214,"4",102465617,"microRNA 7020"
"Mir7021",500710308,"4",102465618,"microRNA 7021"
"Mir7022",500710478,"4",102465619,"microRNA 7022"
"Mir7023",500710520,"4",102465983,"microRNA 7023"
"Mir7024",500711211,"5",102466789,"microRNA 7024"
"Mir7025",500711626,"5",102465620,"microRNA 7025"
"Mir7026",500712222,"5",102466216,"microRNA 7026"
"Mir7027",500712317,"5",102465621,"microRNA 7027"
"Mir7028",500712328,"5",102465622,"microRNA 7028"
"Mir7029",500712376,"5",102466790,"microRNA 7029"
"Mir703",500711937,"5",735265,"microRNA 703"
"Mir7030",500712379,"5",102465623,"microRNA 7030"
"Mir7031",500712507,"5",102465624,"microRNA 7031"
"Mir7032",500712580,"5",102465625,"microRNA 7032"
"Mir7033",500712761,"5",102466217,"microRNA 7033"
"Mir7034",500712773,"5",102466791,"microRNA 7034"
"Mir7035",500712788,"5",102465626,"microRNA 7035"
"Mir7036",500712831,"5",102465627,"microRNA 7036"
"Mir7036b",500711228,"5",102466999,"microRNA 7036b"
"Mir7037",500712935,"5",102465628,"microRNA 7037"
"Mir7038",500712949,"5",102466792,"microRNA 7038"
"Mir7039",500713055,"5",102465629,"microRNA 7039"
"Mir704",500713869,"6",735289,"microRNA 704"
"Mir7040",500714565,"6",102465630,"microRNA 7040"
"Mir7041",500714856,"6",102466992,"microRNA 7041"
"Mir7042",500715037,"6",102465631,"microRNA 7042"
"Mir7043",500715098,"6",102466793,"microRNA 7043"
"Mir7044",500715122,"6",102465632,"microRNA 7044"
"Mir7045",500715304,"6",102466272,"microRNA 7045"
"Mir7046",500716708,"7",102465633,"microRNA 7046"
"Mir7047",500716710,"7",102465634,"microRNA 7047"
"Mir7048",500716718,"7",102466794,"microRNA 7048"
"Mir7049",500716872,"7",102466795,"microRNA 7049"
"Mir705",500714633,"6",735267,"microRNA 705"
"Mir7050",500717011,"7",102465635,"microRNA 7050"
"Mir7051",500717317,"7",102465636,"microRNA 7051"
"Mir7052",500717390,"7",102465637,"microRNA 7052"
"Mir7053",500717397,"7",102466796,"microRNA 7053"
"Mir7054",500717432,"7",102466218,"microRNA 7054"
"Mir7055",500717452,"7",102465638,"microRNA 7055"
"Mir7056",500717554,"7",102465639,"microRNA 7056"
"Mir7057",500717811,"7",102465640,"microRNA 7057"
"Mir7058",500719017,"7",102466797,"microRNA 7058"
"Mir7059",500719029,"7",102465641,"microRNA 7059"
"Mir706",500715156,"6",735290,"microRNA 706"
"Mir7060",500719096,"7",102465642,"microRNA 7060"
"Mir7061",500719193,"7",102466219,"microRNA 7061"
"Mir7062",500719346,"7",102465643,"microRNA 7062"
"Mir7063",500719453,"7",102466798,"microRNA 7063"
"Mir7064",500719518,"7",102465644,"microRNA 7064"
"Mir7065",500719723,"8",102465645,"microRNA 7065"
"Mir7066",500720538,"8",102465646,"microRNA 7066"
"Mir7067",500720595,"8",102465984,"microRNA 7067"
"Mir7068",500720675,"8",102465647,"microRNA 7068"
"Mir7069",500720876,"8",102466220,"microRNA 7069"
"Mir707",500717417,"7",735269,"microRNA 707"
"Mir7070",500720895,"8",102465648,"microRNA 7070"
"Mir7071",500720963,"8",102465649,"microRNA 7071"
"Mir7072",500721068,"8",102466800,"microRNA 7072"
"Mir7073",500721117,"8",102465650,"microRNA 7073"
"Mir7074",500721257,"8",102465651,"microRNA 7074"
"Mir7075",500721295,"8",102465652,"microRNA 7075"
"Mir7076",500721392,"8",102466993,"microRNA 7076"
"Mir7077",500721466,"8",102466801,"microRNA 7077"
"Mir7078",500721467,"8",102465653,"microRNA 7078"
"Mir7079",500721603,"8",102465654,"microRNA 7079"
"Mir708",500718226,"7",735284,"microRNA 708"
"Mir7080",500721605,"8",102465655,"microRNA 7080"
"Mir7081",500722010,"9",102466802,"microRNA 7081"
"Mir7082",500722022,"9",102465656,"microRNA 7082"
"Mir7083",500722059,"9",102465657,"microRNA 7083"
"Mir7084",500722078,"9",102466221,"microRNA 7084"
"Mir7085",500722522,"9",102465658,"microRNA 7085"
"Mir7086",500722562,"9",102466803,"microRNA 7086"
"Mir7087",500722577,"9",102465659,"microRNA 7087"
"Mir7088",500723695,"9",102466914,"microRNA 7088"
"Mir7089",500723767,"9",102465660,"microRNA 7089"
"Mir709",500720838,"8",735271,"microRNA 709"
"Mir7090",500723994,"9",102465661,"microRNA 7090"
"Mir7091",500743835,"X",102466804,"microRNA 7091"
"Mir7092",500743840,"X",102465662,"microRNA 7092"
"Mir7093",500744545,"X",102466805,"microRNA 7093"
"Mir7094-1",500730814,"12",102465663,"microRNA 7094-1"
"Mir7094-2",500730820,"12",102465664,"microRNA 7094-2"
"Mir710",500720448,"8",735270,"microRNA 710"
"Mir711",500723734,"9",751536,"microRNA 711"
"Mir7115",500727439,"11",102465670,"microRNA 7115"
"Mir7116",500728357,"11",102465671,"microRNA mir-7116"
"Mir7117",500735392,"15",102466808,"microRNA 7117"
"Mir7118",500736396,"15",102465672,"microRNA 7118"
"Mir7119",500709817,"4",102465673,"microRNA 7119"
"Mir713",500732173,"13",751548,"microRNA 713"
"Mir717",500743491,"X",751531,"microRNA 717"
"Mir718",500743823,"X",751533,"microRNA 718"
"Mir719",500734426,"14",751526,"microRNA 719"
"Mir721",500712798,"5",723975,"microRNA 721"
"Mir7210",500733393,"14",102465697,"microRNA 7210"
"Mir7211",500725542,"10",102466817,"microRNA 7211"
"Mir7212",500735378,"15",102465698,"microRNA 7212"
"Mir7213",500736141,"15",102465699,"microRNA 7213"
"Mir7214",500738889,"17",102465700,"microRNA 7214"
"Mir7215",500724829,"10",102465987,"microRNA 7215"
"Mir7216",500738891,"17",102466818,"microRNA 7216"
"Mir7217",500738892,"17",102465701,"microRNA 7217"
"Mir7218",500738893,"17",102466228,"microRNA 7218"
"Mir7219",500741224,"18",102465702,"microRNA 7219"
"Mir7220",500741084,"18",102465703,"microRNA 7220"
"Mir7221",500704085,"2",102466819,"microRNA 7221"
"Mir7222",500704086,"2",102465704,"microRNA 7222"
"Mir7223",500728617,"11",102465705,"microRNA 7223"
"Mir7224",500703396,"2",102465706,"microRNA 7224"
"Mir7225",500707217,"3",102466229,"microRNA 7225"
"Mir7226",500709585,"4",102466820,"microRNA 7226"
"Mir7227",500710032,"4",102465707,"microRNA 7227"
"Mir7228",500712729,"5",102465708,"microRNA 7228"
"Mir7229",500712283,"5",102465709,"microRNA 7229"
"Mir7230",500712284,"5",102466821,"microRNA 7230"
"Mir7231",500715216,"6",102465710,"microRNA 7231"
"Mir7232",500714536,"6",102465711,"microRNA 7232"
"Mir7233",500715374,"6",102466996,"microRNA 7233"
"Mir7234",500717906,"7",102465712,"microRNA 7234"
"Mir7235",500728177,"11",102466822,"microRNA 7235"
"Mir7236",500728980,"11",102465713,"microRNA 7236"
"Mir7237",500721558,"8",102466915,"microRNA 7237"
"Mir7238",500719684,"8",102465714,"microRNA 7238"
"Mir7239",500726749,"11",102465715,"microRNA 7239"
"Mir7240",500720588,"8",102466823,"microRNA 7240"
"Mir7241",500723043,"9",102466824,"microRNA 7241"
"Mir7242",500723044,"9",102465716,"microRNA 7242"
"Mir7243",500723552,"9",102466241,"microRNA 7243"
"Mir741",500743687,"X",100049545,"microRNA 741"
"Mir742",500743683,"X",100049548,"microRNA 742"
"Mir743",500743681,"X",100049546,"microRNA 743"
"Mir743b",500743682,"X",100124496,"microRNA 743b"
"Mir744",500727272,"11",791070,"microRNA 744"
"Mir7578",500702822,"2",102466836,"microRNA 7578"
"Mir758",500730542,"12",791071,"microRNA 758"
"Mir759",500734843,"14",791080,"microRNA 759"
"Mir760",500707612,"3",791077,"microRNA 760"
"Mir761",500709408,"4",791075,"microRNA 761"
"Mir762",500719109,"7",791073,"microRNA 762"
"Mir763",500725882,"10",791076,"microRNA 763"
"Mir764",500744744,"X",791081,"microRNA 764"
"Mir7646",500744572,"X",102465755,"microRNA mir-7646"
"Mir7647",500712567,"5",102465756,"microRNA 7647"
"Mir7648",500736430,"15",102466838,"microRNA mir-7648"
"Mir7649",500715421,"6",102465757,"microRNA mir-7649"
"Mir7651",500726307,"11",102465759,"microRNA 7651"
"Mir7652",500726998,"11",102465760,"microRNA 7652"
"Mir7653",500727712,"11",102465761,"microRNA 7653"
"Mir7654",500719643,"8",102465762,"microRNA 7654"
"Mir7655",500702588,"2",102466840,"microRNA 7655"
"Mir7656",500723427,"9",102465763,"microRNA 7656"
"Mir7657",500707618,"3",102465764,"microRNA 7657"
"Mir7658",500710696,"4",102466236,"microRNA 7658"
"Mir7659",500725113,"10",102465765,"microRNA 7659"
"Mir7660",500715071,"6",102466841,"microRNA 7660"
"Mir7661",500714972,"6",102465766,"microRNA 7661"
"Mir7662",500724813,"10",102465767,"microRNA 7662"
"Mir7663",500724322,"10",102465768,"microRNA 7663"
"Mir7664",500702685,"2",102465989,"microRNA 7664"
"Mir7665",500704482,"2",102466842,"microRNA 7665"
"Mir7666",500720208,"8",102466237,"microRNA 7666"
"Mir7667",500738973,"17",102465769,"microRNA 7667"
"Mir7668",500716925,"7",102465770,"microRNA 7668"
"Mir7669",500706908,"3",102465771,"microRNA 7669"
"Mir767",500743768,"X",100316827,"microRNA 767"
"Mir7670",500713634,"6",102466843,"microRNA mir-7670"
"Mir7671",500726944,"11",102465772,"microRNA 7671"
"Mir7672",500733462,"14",102465773,"microRNA 7672"
"Mir7673",500744079,"X",102466238,"microRNA 7673"
"Mir7674",500702954,"2",102466844,"microRNA 7674"
"Mir7675",500729108,"12",102465775,"microRNA 7675"
"Mir7676-1",500736052,"15",102465776,"microRNA mir-7676-1"
"Mir7676-2",500736054,"15",102466845,"microRNA 7676-2"
"Mir7677",500738882,"17",102465779,"microRNA 7677"
"Mir7678",500705381,"2",102465780,"microRNA 7678"
"Mir7679",500727833,"11",102466846,"microRNA 7679"
"Mir7680",500737223,"16",102465781,"microRNA 7680"
"Mir7681",500700266,"1",102465783,"microRNA 7681"
"Mir7682",500701520,"1",102466847,"microRNA 7682"
"Mir7683",500701893,"1",102465784,"microRNA 7683"
"Mir7684",500736229,"15",102465786,"microRNA mir-7684"
"Mir7685",500705283,"2",102466240,"microRNA 7685"
"Mir7686",500719342,"7",102465788,"microRNA mir-7686"
"Mir7687",500721510,"8",102466849,"microRNA 7687"
"Mir7688",500725518,"10",102465791,"microRNA 7688"
"Mir7689",500711266,"5",102465792,"microRNA 7689"
"Mir770",500730505,"12",791079,"microRNA 770"
